id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD104054,2025-08-26,C0267,Abidjan,Électronique,Produit_Électronique_30,544.55,2,0.1,2.29,Mobile Money,Google Ads,6.34,Livrée,980.1899999999999,343.06649999999996,334.43649999999997,2025-08,0,8,3617.7453
CMD104055,2025-07-14,C0192,Dakar,Électronique,Produit_Électronique_42,543.12,1,0.1,2.15,Paiement à la livraison,Google Ads,3.45,Retournée,488.808,171.0828,165.4828,2025-07,1,18,4735.7006
CMD104056,2025-09-28,C0525,Dakar,Mode,Produit_Mode_9,40.15,2,0.11,3.19,Paiement à la livraison,Instagram Ads,10.31,Livrée,71.467,25.01345,11.513449999999997,2025-09,0,2,135.0486
CMD104057,2025-12-21,C1546,Libreville,Beauté,Produit_Beauté_24,25.29,2,0.24,7.75,Carte,Instagram Ads,12.35,Livrée,38.440799999999996,13.454279999999997,-6.6457200000000025,2025-12,0,2,938.6424000000001
CMD104058,2025-12-16,C0355,Kinshasa,Électronique,Produit_Électronique_34,375.34000000000003,3,0.27,8.25,Virement,Instagram Ads,5.72,Retournée,821.9946,287.69811,273.72810999999996,2025-12,1,16,3824.746
CMD104059,2025-12-03,C0030,Lomé,Électronique,Produit_Électronique_45,554.43,2,0.2,7.39,Paiement à la livraison,Instagram Ads,13.18,Retournée,887.088,310.4808,289.9108,2025-12,1,13,3713.7228
CMD104060,2025-08-12,C0056,Lomé,Électronique,Produit_Électronique_22,520.37,1,0.08,6.31,Virement,Email,1.28,Retournée,478.7404,167.55913999999999,159.96913999999998,2025-08,1,18,4042.8772
CMD104061,2025-07-11,C1330,Douala,Électronique,Produit_Mode_19,70.49,1,0.14,7.91,Carte,Email,1.9,Livrée,60.621399999999994,21.217489999999998,11.407489999999997,2025-07,0,3,158.52759999999998
CMD104062,2025-08-30,C0385,Abidjan,Mode,Produit_Mode_22,21.26,2,0.14,8.52,Carte,Google Ads,7.59,Livrée,36.5672,12.79852,-3.3114799999999995,2025-08,0,16,4251.2811
CMD104063,2025-07-10,C0126,Libreville,Mode,Produit_Mode_38,45.39,2,0.17,4.0,Paiement à la livraison,Google Ads,5.4,Livrée,75.3474,26.371589999999998,16.97159,2025-07,0,14,5554.291700000001
CMD104064,2025-11-08,C0013,Dakar,Mode,Produit_Mode_43,47.69,3,0.11,7.96,Paiement à la livraison,Email,1.11,Livrée,127.33229999999999,44.56630499999999,35.49630499999999,2025-11,0,13,2969.3896
CMD104065,2025-08-24,C0207,Cotonou,Mode,Produit_Mode_36,28.12,2,0.07,3.01,Carte,Email,0.76,Livrée,52.3032,18.306119999999996,14.536119999999997,2025-08,0,21,7816.8784
CMD104066,2025-08-04,C0093,Dakar,Mode,Produit_Mode_37,50.66,1,0.19,3.34,Paiement à la livraison,Instagram Ads,10.61,Livrée,41.0346,14.362109999999998,0.4121099999999984,2025-08,0,15,4226.5799
CMD104068,2025-12-13,C0168,Dakar,Beauté,Produit_Beauté_44,29.98,1,0.15,5.71,Virement,Instagram Ads,5.56,Livrée,25.483,8.91905,-2.350949999999999,2025-12,0,17,6335.0171
CMD104069,2025-12-01,C0095,Kinshasa,Maison,Produit_Maison_37,118.79,3,0.1,4.96,Mobile Money,Google Ads,4.27,Livrée,320.733,112.25654999999999,103.02655,2025-12,0,24,5769.5134
CMD104070,2025-10-15,C0348,Dakar,Électronique,Produit_Électronique_26,239.64,3,0.06,4.83,Paiement à la livraison,Google Ads,3.21,Livrée,675.7847999999999,236.52467999999996,228.48467999999994,2025-10,0,16,7844.8907
CMD104071,2025-07-07,C0644,Douala,Mode,Produit_Mode_43,47.27,2,0.27,7.07,Carte,Google Ads,5.28,Livrée,69.0142,24.15497,11.804969999999997,2025-07,0,1,69.0142
CMD104072,2025-12-11,C0070,Dakar,Beauté,Produit_Beauté_45,24.48,2,0.04,5.79,Carte,Influenceur,15.27,Livrée,47.001599999999996,16.45056,-4.609439999999999,2025-12,0,17,2751.9487999999997
CMD104073,2025-10-25,C0331,Lomé,Mode,Produit_Mode_49,31.79,3,0.15,3.26,Paiement à la livraison,Email,1.18,Livrée,81.0645,28.372574999999998,23.932575,2025-10,0,16,2654.8624
CMD104074,2025-12-27,C1116,Abidjan,Maison,Produit_Maison_2,81.22,3,0.2,7.5,Paiement à la livraison,Instagram Ads,12.44,Livrée,194.928,68.22479999999999,48.28479999999999,2025-12,0,1,194.928
CMD104075,2025-10-13,C0095,Douala,Électronique,Produit_Électronique_49,243.83,2,0.1,7.32,Paiement à la livraison,Email,0.79,Livrée,438.894,153.6129,145.5029,2025-10,0,24,5769.5134
CMD104076,2025-08-11,C0346,Kinshasa,Électronique,Produit_Électronique_31,449.25,1,0.01,3.78,Carte,Google Ads,3.72,Livrée,444.7575,155.665125,148.165125,2025-08,0,12,3085.6225
CMD104077,2025-08-19,C1188,Dakar,Beauté,Produit_Beauté_44,30.27,2,0.07,2.62,Carte,Influenceur,18.4,Livrée,56.30219999999999,19.705769999999998,-1.314230000000002,2025-08,0,2,168.71699999999998
CMD104078,2025-11-23,C1905,Abidjan,Électronique,Produit_Électronique_36,292.48,1,0.2,6.13,Carte,Instagram Ads,14.76,Livrée,233.98400000000004,81.8944,61.00440000000001,2025-11,0,3,1026.9898
CMD104080,2025-08-29,C0234,Cotonou,Mode,Produit_Mode_35,52.45,3,0.16,7.59,Carte,Instagram Ads,5.21,Livrée,132.174,46.2609,33.4609,2025-08,0,21,5898.7217
CMD104081,2025-10-17,C0630,Brazzaville,Beauté,Produit_Beauté_26,29.37,2,0.09,9.46,Mobile Money,Email,1.24,Livrée,53.4534,18.70869,8.00869,2025-10,0,2,88.46039999999999
CMD104082,2025-11-28,C0015,Abidjan,Mode,Produit_Mode_6,50.53,2,0.07,9.55,Mobile Money,Google Ads,6.9,Livrée,93.9858,32.89503,16.445029999999996,2025-11,0,13,6780.64595
CMD104083,2025-12-20,C1961,Kinshasa,Électronique,Produit_Électronique_8,348.32,1,0.29,2.2,Carte,Instagram Ads,5.32,Livrée,247.3072,86.55752,79.03752,2025-12,0,4,997.0574
CMD104084,2025-09-11,C0289,Kinshasa,Électronique,Produit_Électronique_29,421.31,1,0.07,3.73,Paiement à la livraison,Google Ads,6.42,Livrée,391.81829999999997,137.13640499999997,126.98640499999998,2025-09,0,13,4448.1418
CMD104085,2025-07-07,C1226,Abidjan,Maison,Produit_Maison_35,109.31,1,0.23,8.95,Virement,Instagram Ads,6.02,Livrée,84.1687,29.459045,14.489045,2025-07,0,3,253.36090000000002
CMD104086,2025-10-21,C0188,Cotonou,Mode,Produit_Mode_18,39.39,3,0.05,3.39,Mobile Money,Influenceur,4.32,Livrée,112.2615,39.291525,31.581525,2025-10,0,16,2824.7668
CMD104087,2025-08-29,C0262,Kinshasa,Électronique,Produit_Électronique_43,347.92,3,0.11,5.88,Virement,Instagram Ads,6.82,Livrée,928.9464,325.13124,312.43124,2025-08,0,14,4460.9417
CMD104088,2025-09-01,C1428,Kinshasa,Électronique,Produit_Électronique_30,427.7,2,0.1,8.82,Carte,Email,0.83,Retournée,769.86,269.45099999999996,259.801,2025-09,1,5,1592.3001000000002
CMD104089,2025-11-15,C0241,Abidjan,Maison,Produit_Maison_25,155.29,3,0.04,8.46,Carte,Email,0.98,Livrée,447.23519999999996,156.53231999999997,147.09231999999997,2025-11,0,15,5272.0516
CMD104090,2025-12-10,C0328,Kinshasa,Électronique,Produit_Électronique_44,580.84,2,0.05,6.34,Mobile Money,Instagram Ads,11.18,Livrée,1103.596,386.2586,368.7386,2025-12,0,19,5092.6969
CMD104091,2025-07-30,C0330,Kinshasa,Beauté,Produit_Beauté_7,22.79,1,0.03,6.47,Carte,Influenceur,13.15,Livrée,22.106299999999997,7.7372049999999986,-11.882795000000002,2025-07,0,24,4848.0006
CMD104092,2025-10-06,C0517,Cotonou,Mode,Produit_Mode_42,46.4,1,0.06,7.97,Mobile Money,Email,0.68,Livrée,43.616,15.2656,6.6156,2025-10,0,2,102.235
CMD104093,2025-11-08,C0000,Abidjan,Beauté,Produit_Beauté_50,35.1,3,0.07,8.93,Paiement à la livraison,Google Ads,3.88,Livrée,97.929,34.27515,21.465149999999998,2025-11,0,18,4935.69555
CMD104094,2025-07-12,C0027,Douala,Beauté,Produit_Beauté_41,28.54,2,0.07,7.35,Paiement à la livraison,Influenceur,11.72,Livrée,53.084399999999995,18.579539999999998,-0.49046000000000234,2025-07,0,22,6687.1651999999995
CMD104097,2025-10-11,C0084,Kinshasa,Mode,Produit_Mode_36,30.8,1,0.11,8.84,Paiement à la livraison,Google Ads,7.35,Livrée,27.412000000000003,9.5942,-6.595799999999999,2025-10,0,16,2899.0917
CMD104098,2025-08-14,C1577,Kinshasa,Mode,Produit_Mode_34,31.29,1,0.18,3.39,Virement,Influenceur,18.12,Livrée,25.6578,8.98023,-12.529770000000001,2025-08,0,1,25.6578
CMD104099,2025-09-22,C0061,Abidjan,Beauté,Produit_Beauté_30,19.97,2,0.07,8.24,Carte,Google Ads,3.29,Livrée,37.1442,13.000469999999998,1.470469999999998,2025-09,0,23,4446.77945
CMD104100,2025-08-07,C0337,Lomé,Mode,Produit_Mode_37,35.44,3,0.11,2.33,Virement,Email,1.74,Livrée,94.6248,33.11868,29.04868,2025-08,0,18,4247.7403
CMD104101,2025-08-17,C0956,Abidjan,Électronique,Produit_Beauté_5,375.34000000000003,1,0.17,7.45,Carte,Instagram Ads,11.36,Livrée,311.5322,109.03626999999999,90.22626999999999,2025-08,0,4,939.5083000000001
CMD104103,2025-12-01,C0788,Abidjan,Mode,Produit_Mode_31,74.39,3,0.21,3.39,Mobile Money,Influenceur,12.08,Livrée,176.3043,61.706505,46.236505,2025-12,0,4,1434.2595000000001
CMD104104,2025-10-12,C0007,Douala,Mode,Produit_Mode_16,42.17,3,0.09,9.48,Carte,Instagram Ads,11.8,Livrée,115.12410000000001,40.293435,19.013435,2025-10,0,14,2662.1299000000004
CMD104105,2025-12-07,C0029,Abidjan,Électronique,Produit_Électronique_27,462.44,1,0.14,9.19,Mobile Money,Instagram Ads,5.03,Livrée,397.6984,139.19444,124.97443999999999,2025-12,0,12,4442.9837
CMD104106,2025-08-19,C1807,Kinshasa,Électronique,Produit_Électronique_14,417.71,2,0.03,6.49,Virement,Email,1.5,Livrée,810.3574,283.62509,275.63509,2025-08,0,1,810.3574
CMD104107,2025-09-22,C0781,Douala,Mode,Produit_Mode_22,40.15,2,0.16,4.65,Virement,Influenceur,15.46,Livrée,67.452,23.608199999999997,3.498199999999997,2025-09,0,2,111.09719999999999
CMD104109,2025-08-15,C0382,Kinshasa,Électronique,Produit_Électronique_20,426.55,1,0.27,2.85,Mobile Money,Instagram Ads,9.85,Livrée,311.3815,108.983525,96.28352500000001,2025-08,0,12,3047.5777
CMD104110,2025-08-11,C0765,Kinshasa,Mode,Produit_Mode_38,62.7,1,0.11,3.58,Carte,Email,0.7,Livrée,55.803000000000004,19.53105,15.251050000000001,2025-08,0,4,410.55109999999996
CMD104111,2025-07-24,C0319,Brazzaville,Électronique,Produit_Beauté_24,16.36,1,0.1,9.39,Paiement à la livraison,Instagram Ads,10.62,Livrée,14.724,5.1533999999999995,-14.8566,2025-07,0,13,6041.555
CMD104112,2025-09-02,C0282,Cotonou,Électronique,Produit_Électronique_26,363.05,2,0.03,7.69,Paiement à la livraison,Influenceur,9.54,Livrée,704.317,246.51094999999998,229.28095,2025-09,0,19,4623.7418
CMD104113,2025-12-28,C0312,Lomé,Beauté,Produit_Beauté_1,26.62,1,0.02,4.47,Paiement à la livraison,Email,0.98,Livrée,26.087600000000002,9.13066,3.680660000000001,2025-12,0,23,3542.9011
CMD104114,2025-08-03,C0601,Brazzaville,Électronique,Produit_Électronique_9,313.23,3,0.01,2.57,Virement,Influenceur,16.66,Livrée,930.2931000000001,325.60258500000003,306.372585,2025-08,0,1,930.2931000000001
CMD104115,2025-12-24,C0180,Kinshasa,Beauté,Produit_Beauté_17,39.28,2,0.09,2.15,Paiement à la livraison,Email,1.17,Livrée,71.48960000000001,25.02136,21.70136,2025-12,0,18,3236.8502
CMD104116,2025-11-06,C1433,Dakar,Maison,Produit_Maison_24,136.49,1,0.1,9.97,Paiement à la livraison,Google Ads,7.67,Livrée,122.84100000000001,42.99435,25.354349999999997,2025-11,0,3,700.2130000000001
CMD104117,2025-09-10,C1988,Douala,Électronique,Produit_Électronique_33,226.98,2,0.02,8.47,Virement,Email,0.82,Livrée,444.88079999999997,155.70827999999997,146.41827999999998,2025-09,0,6,939.8987
CMD104118,2025-11-17,C0180,Abidjan,Électronique,Produit_Électronique_32,364.26,2,0.18,8.65,Paiement à la livraison,Instagram Ads,12.93,Livrée,597.3864,209.08523999999997,187.50523999999996,2025-11,0,18,3236.8502
CMD104119,2025-09-02,C0141,Douala,Beauté,Produit_Beauté_13,34.16,2,0.09,6.42,Mobile Money,Email,0.58,Livrée,62.1712,21.759919999999997,14.759919999999997,2025-09,0,16,4495.6711
CMD104120,2025-08-02,C0019,Kinshasa,Beauté,Produit_Beauté_39,27.68,2,0.28,5.56,Paiement à la livraison,Instagram Ads,6.33,Livrée,39.8592,13.95072,2.0607200000000017,2025-08,0,14,3039.6736
CMD104121,2025-12-07,C0835,Libreville,Maison,Produit_Maison_9,138.21,1,0.07,8.86,Carte,Instagram Ads,12.38,Livrée,128.5353,44.987355,23.747355,2025-12,0,1,128.5353
CMD104122,2025-10-04,C0290,Libreville,Mode,Produit_Mode_9,35.86,1,0.28,7.27,Mobile Money,Influenceur,17.37,Livrée,25.8192,9.036719999999999,-15.603280000000002,2025-10,0,21,3863.6962
CMD104123,2025-07-13,C0380,Kinshasa,Mode,Produit_Mode_12,68.71,1,0.19,5.78,Paiement à la livraison,Instagram Ads,12.9,Livrée,55.6551,19.479284999999997,0.7992849999999958,2025-07,0,17,2582.6647000000003
CMD104124,2025-08-12,C1154,Cotonou,Mode,Produit_Mode_25,40.15,2,0.06,3.6,Carte,Influenceur,13.7,Livrée,75.482,26.418699999999998,9.118699999999997,2025-08,0,3,163.32319999999999
CMD104125,2025-10-15,C0232,Douala,Beauté,Produit_Beauté_12,24.18,2,0.06,8.06,Paiement à la livraison,Influenceur,15.99,Livrée,45.4584,15.910439999999998,-8.139560000000003,2025-10,0,20,4775.51385
CMD104126,2025-08-18,C0772,Abidjan,Maison,Produit_Maison_38,133.73,1,0.06,9.54,Mobile Money,Google Ads,4.98,Livrée,125.70619999999998,43.99716999999999,29.47716999999999,2025-08,0,4,1158.666
CMD104127,2025-12-02,C1503,Kinshasa,Électronique,Produit_Électronique_21,508.84,3,0.02,8.24,Mobile Money,Google Ads,7.28,Livrée,1495.9895999999999,523.5963599999999,508.0763599999999,2025-12,0,3,1662.2133999999999
CMD104128,2025-11-19,C1771,Douala,Beauté,Produit_Beauté_46,25.005000000000003,2,0.1,4.33,Paiement à la livraison,Email,1.25,Livrée,45.00900000000001,15.753150000000002,10.173150000000001,2025-11,0,3,149.1961
CMD104129,2025-11-04,C0095,Kinshasa,Maison,Produit_Maison_1,119.76,3,0.1,4.1,Paiement à la livraison,Instagram Ads,8.28,Livrée,323.35200000000003,113.17320000000001,100.79320000000001,2025-11,0,24,5769.5134
CMD104130,2025-09-16,C0130,Douala,Électronique,Produit_Mode_39,32.84,3,0.27,3.9,Virement,Google Ads,7.26,Retournée,71.9196,25.17186,14.01186,2025-09,1,21,3079.8836
CMD104131,2025-09-02,C0102,Brazzaville,Mode,Produit_Mode_49,28.35,1,0.29,8.93,Mobile Money,Email,1.15,Livrée,20.1285,7.044974999999999,-3.0350250000000005,2025-09,0,19,3952.33985
CMD104132,2025-12-01,C0064,Kinshasa,Mode,Produit_Mode_1,36.77,2,0.18,8.93,Carte,Google Ads,4.76,Livrée,60.30280000000001,21.105980000000002,7.415980000000003,2025-12,0,11,3652.4591
CMD104133,2025-07-18,C0025,Brazzaville,Électronique,Produit_Électronique_26,492.98,1,0.14,3.89,Paiement à la livraison,Instagram Ads,6.49,Livrée,423.9628,148.38698,138.00698,2025-07,0,14,2530.5073875
CMD104134,2025-08-07,C1483,Douala,Maison,Produit_Maison_48,137.34,3,0.1,3.65,Virement,Instagram Ads,14.06,Livrée,370.818,129.78629999999998,112.07629999999997,2025-08,0,1,370.818
CMD104135,2025-12-14,C1746,Abidjan,Maison,Produit_Maison_47,83.73,3,0.24,2.54,Virement,Instagram Ads,10.82,Retournée,190.9044,66.81654,53.45654,2025-12,1,4,690.3012000000001
CMD104136,2025-11-22,C0153,Kinshasa,Beauté,Produit_Beauté_34,8.37,2,0.06,6.49,Mobile Money,Influenceur,11.3,Livrée,15.735599999999998,5.507459999999999,-12.282540000000001,2025-11,0,17,2581.1736
CMD104137,2025-11-25,C0077,Douala,Mode,Produit_Mode_9,49.74,1,0.3,9.38,Paiement à la livraison,Google Ads,3.26,Livrée,34.818,12.1863,-0.4537000000000013,2025-11,0,19,6129.4113
CMD104138,2025-07-09,C0276,Lomé,Mode,Produit_Mode_43,35.22,2,0.15,5.63,Virement,Influenceur,18.38,Livrée,59.873999999999995,20.955899999999996,-3.054100000000002,2025-07,0,16,4738.713299999999
CMD104139,2025-10-07,C0380,Abidjan,Mode,Produit_Mode_19,9.03,3,0.1,8.2,Mobile Money,Influenceur,16.93,Livrée,24.380999999999997,8.533349999999999,-16.59665,2025-10,0,17,2582.6647000000003
CMD104140,2025-07-03,C0363,Cotonou,Maison,Produit_Maison_34,119.76,3,0.07,7.82,Carte,Instagram Ads,10.9,Livrée,334.1304,116.94564,98.22564,2025-07,0,13,3646.6733999999997
CMD104141,2025-08-16,C0118,Lomé,Maison,Produit_Maison_28,118.23,3,0.06,9.07,Paiement à la livraison,Google Ads,7.07,Retournée,333.4086,116.69300999999999,100.55301,2025-08,1,14,3063.5419
CMD104142,2025-10-18,C1639,Abidjan,Mode,Produit_Mode_36,63.32,1,0.16,2.72,Virement,Google Ads,5.83,Livrée,53.1888,18.61608,10.06608,2025-10,0,4,612.8174
CMD104143,2025-12-06,C0291,Douala,Maison,Produit_Maison_42,130.68,2,0.03,3.29,Carte,Google Ads,7.4,Livrée,253.5192,88.73172,78.04171999999998,2025-12,0,14,2769.4303
CMD104144,2025-10-03,C0067,Kinshasa,Électronique,Produit_Électronique_31,255.35,2,0.03,5.69,Carte,Google Ads,4.39,Livrée,495.37899999999996,173.38264999999998,163.30265,2025-10,0,20,8617.5571
CMD104145,2025-12-16,C0321,Lomé,Électronique,Produit_Électronique_40,375.34000000000003,2,0.1,7.15,Paiement à la livraison,Email,1.55,Livrée,675.6120000000001,236.4642,227.7642,2025-12,0,17,3936.92945
CMD104146,2025-10-13,C0269,Abidjan,Mode,Produit_Mode_31,43.52,1,0.16,6.96,Virement,Google Ads,8.0,Livrée,36.5568,12.794880000000001,-2.165119999999999,2025-10,0,18,6242.7876
CMD104147,2025-08-09,C1334,Kinshasa,Maison,Produit_Maison_1,172.24,2,0.11,4.21,Virement,Instagram Ads,8.81,Livrée,306.5872,107.30551999999999,94.28551999999999,2025-08,0,4,479.9416
CMD104148,2025-09-18,C0157,Kinshasa,Mode,Produit_Mode_46,56.96,1,0.12,2.43,Carte,Google Ads,5.09,Livrée,50.1248,17.54368,10.023679999999999,2025-09,0,26,11552.303225
CMD104149,2025-08-11,C0037,Kinshasa,Maison,Produit_Maison_43,34.58,1,0.06,4.57,Paiement à la livraison,Email,1.83,Livrée,32.505199999999995,11.376819999999997,4.9768199999999965,2025-08,0,16,3098.5544999999997
CMD104150,2025-12-06,C0207,Dakar,Beauté,Produit_Beauté_32,9.6,1,0.08,7.54,Carte,Instagram Ads,13.79,Livrée,8.832,3.0912,-18.238799999999998,2025-12,0,21,7816.8784
CMD104152,2025-07-16,C0044,Libreville,Mode,Produit_Mode_3,23.42,1,0.2,2.58,Mobile Money,Instagram Ads,11.6,Livrée,18.736,6.5576,-7.6224,2025-07,0,16,3416.3722000000002
CMD104153,2025-08-07,C1706,Douala,Beauté,Produit_Beauté_38,18.42,3,0.12,2.51,Carte,Instagram Ads,14.05,Livrée,48.628800000000005,17.02008,0.4600799999999996,2025-08,0,2,83.5938
CMD104154,2025-08-20,C0099,Kinshasa,Maison,Produit_Maison_13,123.44,2,0.09,9.63,Carte,Email,1.44,Livrée,224.6608,78.63127999999999,67.56128,2025-08,0,14,2725.6561
CMD104155,2025-09-15,C1659,Douala,Électronique,Produit_Électronique_29,493.95,3,0.06,5.67,Virement,Instagram Ads,5.8,Livrée,1392.9389999999999,487.5286499999999,476.0586499999999,2025-09,0,4,3093.604
CMD104156,2025-09-12,C0000,Kinshasa,Électronique,Produit_Électronique_28,520.11,3,0.08,3.87,Paiement à la livraison,Email,0.92,Livrée,1435.5036,502.42625999999996,497.63625999999994,2025-09,0,18,4935.69555
CMD104157,2025-07-07,C0273,Dakar,Électronique,Produit_Électronique_50,478.98,2,0.04,5.32,Mobile Money,Email,0.8,Livrée,919.6416,321.87456,315.75455999999997,2025-07,0,23,7683.7122
CMD104158,2025-08-27,C0033,Kinshasa,Mode,Produit_Mode_45,50.23,2,0.18,5.11,Carte,Instagram Ads,5.42,Livrée,82.3772,28.83202,18.30202,2025-08,0,18,6675.1237
CMD104159,2025-10-29,C0039,Kinshasa,Électronique,Produit_Électronique_31,517.42,1,0.03,5.74,Carte,Google Ads,4.85,Livrée,501.89739999999995,175.66408999999996,165.07408999999996,2025-10,0,18,4123.5878999999995
CMD104160,2025-12-09,C0352,Kinshasa,Électronique,Produit_Électronique_6,430.98,3,0.01,4.65,Virement,Influenceur,7.53,Livrée,1280.0106,448.00371,435.82371000000006,2025-12,0,14,7815.4137
CMD104161,2025-11-01,C1968,Abidjan,Électronique,Produit_Électronique_6,354.15,3,0.04,9.2,Virement,Google Ads,4.25,Livrée,1019.9519999999998,356.9831999999999,343.5331999999999,2025-11,0,5,2039.6811999999998
CMD104162,2025-09-07,C0098,Douala,Mode,Produit_Mode_36,60.18,2,0.09,9.51,Carte,Email,0.59,Retournée,109.5276,38.33466,28.23466,2025-09,1,10,3424.3961
CMD104163,2025-09-29,C0176,Lomé,Maison,Produit_Maison_47,122.44,2,0.07,6.76,Carte,Google Ads,3.11,Livrée,227.73839999999998,79.70844,69.83843999999999,2025-09,0,22,4780.5404
CMD104164,2025-07-25,C0231,Douala,Électronique,Produit_Maison_43,138.83,1,0.1,5.68,Paiement à la livraison,Influenceur,15.2,Livrée,124.94700000000002,43.73145,22.851450000000003,2025-07,0,17,5779.3746
CMD104165,2025-10-02,C0341,Abidjan,Électronique,Produit_Électronique_4,471.66,3,0.02,6.45,Paiement à la livraison,Google Ads,4.67,Retournée,1386.6804,485.33813999999995,474.21813999999995,2025-10,1,11,3744.3512
CMD104166,2025-12-13,C0242,Kinshasa,Mode,Produit_Mode_1,24.52,1,0.22,3.78,Virement,Instagram Ads,14.24,Retournée,19.1256,6.693959999999999,-11.32604,2025-12,1,16,7314.1957
CMD104167,2025-11-28,C0006,Abidjan,Beauté,Produit_Beauté_20,33.25,1,0.08,6.64,Virement,Influenceur,19.1,Livrée,30.59,10.7065,-15.0335,2025-11,0,17,2348.4710999999998
CMD104170,2025-08-11,C1512,Douala,Beauté,Produit_Beauté_35,27.3,3,0.07,3.52,Virement,Google Ads,5.75,Livrée,76.167,26.65845,17.38845,2025-08,0,3,445.7864
CMD104171,2025-11-19,C0142,Abidjan,Maison,Produit_Maison_43,149.53,1,0.25,6.67,Carte,Instagram Ads,9.9,Livrée,112.14750000000001,39.251625,22.681624999999997,2025-11,0,20,6525.7702
CMD104172,2025-10-22,C0006,Cotonou,Mode,Produit_Mode_11,10.9,3,0.2,5.0,Virement,Email,1.28,Livrée,26.160000000000004,9.156,2.8760000000000003,2025-10,0,17,2348.4710999999998
CMD104173,2025-12-03,C0185,Abidjan,Maison,Produit_Maison_19,111.8,1,0.03,7.07,Paiement à la livraison,Influenceur,12.54,Livrée,108.446,37.9561,18.3461,2025-12,0,14,2613.0275625
CMD104174,2025-12-25,C0307,Libreville,Mode,Produit_Mode_47,15.71,1,0.21,8.9,Mobile Money,Influenceur,5.04,Livrée,12.410900000000002,4.343815,-9.596185,2025-12,0,15,2728.9963
CMD104175,2025-08-30,C0213,Dakar,Mode,Produit_Mode_13,27.34,2,0.12,5.21,Carte,Google Ads,6.19,Livrée,48.1184,16.84144,5.441439999999997,2025-08,0,19,4846.2589
CMD104176,2025-12-02,C0614,Kinshasa,Électronique,Produit_Électronique_33,428.23,3,0.22,2.16,Carte,Instagram Ads,7.67,Livrée,1002.0582,350.72037,340.89036999999996,2025-12,0,4,2135.0886
CMD104177,2025-11-07,C1560,Cotonou,Électronique,Produit_Électronique_32,459.49,1,0.01,2.62,Paiement à la livraison,Google Ads,5.34,Livrée,454.8951,159.21328499999998,151.25328499999998,2025-11,0,5,2062.581
CMD104179,2025-08-13,C0347,Dakar,Beauté,Produit_Beauté_35,30.59,3,0.29,2.34,Carte,Instagram Ads,13.35,Livrée,65.1567,22.804845,7.114845000000001,2025-08,0,20,4794.5428999999995
CMD104180,2025-12-25,C0577,Dakar,Électronique,Produit_Électronique_6,292.63,2,0.06,3.96,Carte,Influenceur,13.58,Livrée,550.1443999999999,192.55053999999996,175.01053999999993,2025-12,0,3,1624.5524
CMD104181,2025-08-21,C1864,Dakar,Électronique,Produit_Électronique_25,392.87,2,0.05,5.94,Paiement à la livraison,Email,1.18,Retournée,746.453,261.25854999999996,254.13854999999995,2025-08,1,2,780.398
CMD104182,2025-07-26,C0275,Kinshasa,Mode,Produit_Mode_36,21.57,3,0.19,3.37,Virement,Instagram Ads,12.14,Livrée,52.41510000000001,18.345285,2.835284999999999,2025-07,0,14,3459.6516
CMD104183,2025-07-13,C0204,Libreville,Mode,Produit_Mode_8,47.59,3,0.25,5.84,Carte,Google Ads,3.51,Livrée,107.07750000000001,37.477125,28.127125,2025-07,0,17,2874.5904
CMD104184,2025-11-30,C0066,Dakar,Maison,Produit_Maison_44,82.77,2,0.0,7.76,Paiement à la livraison,Google Ads,7.81,Livrée,165.54,57.93899999999999,42.36899999999999,2025-11,0,14,1188.7182
CMD104185,2025-12-20,C0300,Dakar,Mode,Produit_Mode_39,46.9,1,0.28,6.51,Mobile Money,Influenceur,15.05,Retournée,33.768,11.8188,-9.741200000000001,2025-12,1,9,2150.3731000000002
CMD104186,2025-10-29,C0974,Dakar,Mode,Produit_Mode_24,23.12,3,0.22,7.23,Virement,Influenceur,17.07,Livrée,54.1008,18.93528,-5.364720000000002,2025-10,0,4,1217.2149
CMD104187,2025-12-30,C0245,Cotonou,Électronique,Produit_Électronique_35,335.72,1,0.01,9.27,Carte,Influenceur,19.08,Livrée,332.36280000000005,116.32698,87.97698000000001,2025-12,0,16,2562.0515
CMD104188,2025-12-21,C1582,Kinshasa,Électronique,Produit_Électronique_6,301.06,2,0.01,4.8,Mobile Money,Google Ads,6.76,Retournée,596.0988,208.63457999999997,197.07457999999997,2025-12,1,4,2502.1615
CMD104189,2025-10-22,C0592,Douala,Beauté,Produit_Beauté_47,33.56,2,0.01,7.0,Virement,Influenceur,12.61,Livrée,66.4488,23.257080000000002,3.6470800000000025,2025-10,0,4,1694.4075
CMD104190,2025-09-01,C0215,Kinshasa,Mode,Produit_Mode_25,39.65,2,0.27,6.91,Paiement à la livraison,Google Ads,5.57,Livrée,57.888999999999996,20.261149999999997,7.781149999999997,2025-09,0,14,3225.0325000000003
CMD104192,2025-11-25,C0001,Douala,Maison,Produit_Maison_48,119.76,3,0.02,8.62,Mobile Money,Google Ads,4.9,Livrée,352.0944,123.23303999999999,109.71303999999998,2025-11,0,26,9166.316875
